code,name,cause_group,death_circumstance,coronial_investigation_risk,registration_complexity
F94.8,Other childhood disorders of social functioning,Other chronic medical conditions,Expected medically managed,Low,Standard
F94.9,"Childhood disorder of social functioning, unspecified",Other chronic medical conditions,Expected medically managed,Low,Standard
F95,Tic disorders,Other chronic medical conditions,Expected medically managed,Low,Standard
F95.0,Transient tic disorder,Other chronic medical conditions,Expected medically managed,Low,Standard
F95.1,Chronic motor or vocal tic disorder,Other chronic medical conditions,Expected medically managed,Low,Standard
F95.2,Combined vocal and multiple motor tic disorder [de la Tourette],Other chronic medical conditions,Expected medically managed,Low,Standard
F95.8,Other tic disorders,Other chronic medical conditions,Expected medically managed,Low,Standard
F95.9,"Tic disorder, unspecified",Other chronic medical conditions,Expected medically managed,Low,Standard
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,Other chronic medical conditions,Expected medically managed,Low,Standard
F98.0,Nonorganic enuresis,Other chronic medical conditions,Expected medically managed,Low,Standard
F98.1,Nonorganic encopresis,Other chronic medical conditions,Expected medically managed,Low,Standard
F98.2,Feeding disorder of infancy and childhood,Other chronic medical conditions,Expected medically managed,Low,Standard
F98.3,Pica of infancy and childhood,Other chronic medical conditions,Expected medically managed,Low,Standard
F98.4,Stereotyped movement disorders,Other chronic medical conditions,Expected medically managed,Low,Standard
F98.5,Stuttering [stammering],Other chronic medical conditions,Expected medically managed,Low,Standard
F98.6,Cluttering,Other chronic medical conditions,Expected medically managed,Low,Standard
F98.8,Other specified behavioural and emotional disorders with onset usually occurring in childhood and adolescence,Other chronic medical conditions,Expected medically managed,Low,Standard
F98.9,Unspecified behavioural and emotional disorders with onset usually occurring in childhood and adolescence,Other chronic medical conditions,Expected medically managed,Low,Standard
F99,"Mental disorder, not otherwise specified",Other or ill-defined causes,Expected medically managed,Low,Standard
G00,"Bacterial meningitis, not elsewhere classified",Infectious diseases,Sudden natural,Possible,Moderate
G00.0,Haemophilus meningitis,Infectious diseases,Sudden natural,Possible,Moderate
G00.1,Pneumococcal meningitis,Infectious diseases,Sudden natural,Possible,Moderate
G00.2,Streptococcal meningitis,Infectious diseases,Sudden natural,Possible,Moderate
G00.3,Staphylococcal meningitis,Infectious diseases,Sudden natural,Possible,Moderate
G00.8,Other bacterial meningitis,Infectious diseases,Sudden natural,Possible,Moderate
G00.9,"Bacterial meningitis, unspecified",Infectious diseases,Sudden natural,Possible,Moderate
G01,Meningitis in bacterial diseases classified elsewhere,Neurological and dementia disorders,Expected medically managed,Low,Standard
G02,Meningitis in other infectious and parasitic diseases classified elsewhere,Neurological and dementia disorders,Expected medically managed,Low,Standard
G02.0,Meningitis in viral diseases classified elsewhere,Neurological and dementia disorders,Expected medically managed,Low,Standard
G02.1,Meningitis in mycoses,Neurological and dementia disorders,Expected medically managed,Low,Standard
G02.8,Meningitis in other specified infectious and parasitic diseases classified elsewhere,Neurological and dementia disorders,Expected medically managed,Low,Standard
G03,Meningitis due to other and unspecified causes,Infectious diseases,Sudden natural,Possible,Moderate
G03.0,Nonpyogenic meningitis,Infectious diseases,Sudden natural,Possible,Moderate
G03.1,Chronic meningitis,Infectious diseases,Sudden natural,Possible,Moderate
G03.2,Benign recurrent meningitis [Mollaret],Infectious diseases,Sudden natural,Possible,Moderate
G03.8,Meningitis due to other specified causes,Infectious diseases,Sudden natural,Possible,Moderate
G03.9,"Meningitis, unspecified",Infectious diseases,Sudden natural,Possible,Moderate
G04,"Encephalitis, myelitis and encephalomyelitis",Neurological and dementia disorders,Expected medically managed,Low,Standard
G04.0,Acute disseminated encephalitis,Neurological and dementia disorders,Expected medically managed,Low,Standard
G04.1,Human T-cell lymphotropic virus associated myelopathy,Neurological and dementia disorders,Expected medically managed,Low,Standard
G04.2,"Bacterial meningoencephalitis and meningomyelitis, not elsewhere classified",Neurological and dementia disorders,Expected medically managed,Low,Standard
G04.8,"Other encephalitis, myelitis and encephalomyelitis",Neurological and dementia disorders,Expected medically managed,Low,Standard
G04.9,"Encephalitis, myelitis and encephalomyelitis, unspecified",Neurological and dementia disorders,Expected medically managed,Low,Standard
G05,"Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere",Neurological and dementia disorders,Expected medically managed,Low,Standard
G05.0,"Encephalitis, myelitis and encephalomyelitis in bacterial diseases classified elsewhere",Neurological and dementia disorders,Expected medically managed,Low,Standard
G05.1,"Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",Neurological and dementia disorders,Expected medically managed,Low,Standard
G05.2,"Encephalitis, myelitis and encephalomyelitis in other infectious and parasitic diseases classified elsewhere",Neurological and dementia disorders,Expected medically managed,Low,Standard
G05.8,"Encephalitis, myelitis and encephalomyelitis in other diseases classified elsewhere",Neurological and dementia disorders,Expected medically managed,Low,Standard
G06,Intracranial and intraspinal abscess and granuloma,Neurological and dementia disorders,Expected medically managed,Low,Standard
G06.0,Intracranial abscess and granuloma,Neurological and dementia disorders,Expected medically managed,Low,Standard
G06.1,Intraspinal abscess and granuloma,Neurological and dementia disorders,Expected medically managed,Low,Standard
G06.2,"Extradural and subdural abscess, unspecified",Neurological and dementia disorders,Expected medically managed,Low,Standard
G07,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere,Neurological and dementia disorders,Expected medically managed,Low,Standard
G08,Intracranial and intraspinal phlebitis and thrombophlebitis,Neurological and dementia disorders,Expected medically managed,Low,Standard
G09,Sequelae of inflammatory diseases of central nervous system,Neurological and dementia disorders,Expected medically managed,Low,Standard
G10,Huntington disease,Neurological and dementia disorders,Expected medically managed,Low,Standard
G11,Hereditary ataxia,Neurological and dementia disorders,Expected medically managed,Low,Standard
G11.0,Congenital nonprogressive ataxia,Neurological and dementia disorders,Expected medically managed,Low,Standard
G11.1,Early-onset cerebellar ataxia,Neurological and dementia disorders,Expected medically managed,Low,Standard
G11.2,Late-onset cerebellar ataxia,Neurological and dementia disorders,Expected medically managed,Low,Standard
G11.3,Cerebellar ataxia with defective DNA repair,Neurological and dementia disorders,Expected medically managed,Low,Standard
G11.4,Hereditary spastic paraplegia,Neurological and dementia disorders,Expected medically managed,Low,Standard
G11.8,Other hereditary ataxias,Neurological and dementia disorders,Expected medically managed,Low,Standard
G11.9,"Hereditary ataxia, unspecified",Neurological and dementia disorders,Expected medically managed,Low,Standard
G12,Spinal muscular atrophy and related syndromes,Neurological and dementia disorders,Expected medically managed,Low,Standard
G12.0,"Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]",Neurological and dementia disorders,Expected medically managed,Low,Standard
G12.1,Other inherited spinal muscular atrophy,Neurological and dementia disorders,Expected medically managed,Low,Standard
G12.2,Motor neuron disease,Neurological and dementia disorders,Expected medically managed,Low,Standard
G12.8,Other spinal muscular atrophies and related syndromes,Neurological and dementia disorders,Expected medically managed,Low,Standard
